Time(ms),Acc_x(g),Acc_y(g),Acc_z(g),Gyro_x,Gyro_y,Gyro_z,CO2(ppm)
397672,0.059,0.62,0.293,-2.779,-28.718,13.229,0
397682,0.032,0.531,0.302,-9.443,-21.282,16.931,0
397692,0.031,0.519,0.312,-12.443,-10.641,25.206,0
397714,0.03,0.493,0.22,-10.893,11.427,31.977,0
397714,0,0,0,0,0,0,360
397722,0.028,0.512,0.202,-12.374,16.786,29.771,0
397732,0.024,0.52,0.17,-16.42,24.985,24.672,0
397742,0.026,0.52,0.147,-24.275,34.427,18.725,0
397792,-0.017,0.79,0.093,-4.916,50.153,-14.237,0
397764,0,0,0,0,0,0,626
397814,-0.212,1.338,0.294,-1.847,41.069,9.198,0
397814,0,0,0,0,0,0,808
397822,-0.181,1.533,0.406,-17.405,32.29,20.359,0
397832,-0.06,1.638,0.525,-39.504,27.046,35.084,0
397842,0.079,1.687,0.576,-43.023,27.55,47.145,0
397864,0.141,1.65,0.478,-41.046,33.298,60.489,0
397864,0,0,0,0,0,0,915
397872,0.091,1.599,0.438,-34.656,32.496,60.412,0
397882,0.065,1.527,0.436,-20.252,32.183,56.87,0
397892,0.048,1.4,0.448,-1.832,32.779,48.832,0
397914,0.014,1.313,0.377,8.794,34.656,19.023,0
397914,0,0,0,0,0,0,1060
397922,-0.007,1.253,0.388,4.153,33.74,7.176,0
397932,-0.055,1.159,0.373,3.847,29.924,-6.015,0
397942,-0.076,1.104,0.359,8.275,21.099,-11.305,0
397964,0,0,0,0,0,0,1240
397964,-0.065,0.911,0.4,15.908,-1.351,-22.397,0
397972,-0.085,0.824,0.389,19.557,-8.885,-27.023,0
397982,-0.1,0.73,0.33,22.901,-15.427,-32.603,0
397992,-0.11,0.634,0.26,22.756,-17.527,-38.756,0
398014,-0.051,0.513,0.242,15.328,-13.863,-49.977,0
398014,0,0,0,0,0,0,1367
398022,-0.045,0.481,0.263,7.237,-11.328,-52.664,0
398032,-0.064,0.441,0.28,-2.893,-7.87,-49.679,0
398042,-0.097,0.418,0.311,-7.74,-6.763,-41.626,0
398064,-0.059,0.452,0.143,-7.786,-7.504,-18.481,0
398064,0,0,0,0,0,0,1481
398072,-0.038,0.45,0.098,-5.069,-4.786,-17.107,0
398082,-0.003,0.497,0.093,3.611,-0.046,-21.191,0
398092,-0.026,0.575,0.099,11.008,6.496,-31.611,0
398114,-0.082,0.662,0.145,1.733,4.565,-37.427,0
398114,0,0,0,0,0,0,1526
398122,-0.101,0.662,0.133,-9.985,1.969,-32.466,0
398132,-0.121,0.71,0.176,-26.015,-2.298,-22.16,0
398142,-0.144,0.752,0.147,-31.71,-4.885,-7.748,0
398164,0,0,0,0,0,0,1522
398164,-0.128,0.974,0.249,-13.809,-19.931,17.611,0
398172,-0.095,1.115,0.311,-12.931,-28.977,21.863,0
398182,-0.056,1.269,0.429,-13.397,-36.168,23.076,0
398192,-0.015,1.404,0.476,-15.885,-37.687,20.099,0
398214,-0.013,1.523,0.39,-12.443,-33.924,2.076,0
398214,0,0,0,0,0,0,1535
398222,-0.019,1.535,0.379,-8.466,-38.099,-5.969,0
398232,-0.021,1.532,0.409,2.092,-45.779,-14.412,0
398242,-0.02,1.523,0.429,10.397,-54.458,-20.069,0
398264,-0.077,1.411,0.402,11.962,-71.954,-15.305,0
398264,0,0,0,0,0,0,1642
398272,-0.07,1.384,0.424,6.756,-72.786,-9.153,0
398282,-0.063,1.32,0.47,-1.634,-67,-0.328,0
398292,-0.036,1.229,0.518,-4.779,-56.802,8.13,0
398314,0.02,1.053,0.51,22.183,-20.176,10.099,0
398314,0,0,0,0,0,0,1726
398322,0.044,0.963,0.42,31.107,-12.947,9.779,0
398332,0.102,0.831,0.319,34.618,-8.649,6.672,0
398382,0.065,0.618,0.226,1.198,-40.977,20.13,0
398364,0,0,0,0,0,0,1742
398392,0.095,0.562,0.266,-15.809,-42.145,26.458,0
398414,0.139,0.544,0.286,-16.565,-15.351,20.412,0
398414,0,0,0,0,0,0,1826
398422,0.114,0.558,0.289,-15.511,-1.542,11.626,0
398432,0.067,0.496,0.249,-19.954,12.855,2.092,0
398442,0.052,0.439,0.204,-28.511,21.618,-3.481,0
398465,0.058,0.38,0.052,-29.244,26.351,-6.855,0
398464,0,0,0,0,0,0,1853
398472,0.055,0.426,-0.001,-25.008,26.924,-10.214,0
398482,0.066,0.402,-0.052,-21.191,25.481,-10.611,0
398492,0.038,0.468,-0.038,-17.969,28,-12.061,0
398515,-0.16,0.71,0.141,-20.74,35.198,8.26,0
398514,0,0,0,0,0,0,1851
398522,-0.193,0.808,0.269,-21.962,37.656,20.901,0
398532,-0.176,1.022,0.373,-14.176,43.878,32.756,0
398542,-0.124,1.15,0.375,-4.725,48.679,35.557,0
398565,0.055,1.441,0.403,4.214,53.565,36.573,0
398564,0,0,0,0,0,0,1842
398572,0.07,1.503,0.412,2.344,48.779,36.824,0
398582,0.059,1.566,0.421,-1.725,38.901,38.962,0
398592,0.03,1.564,0.455,-5.84,25.153,42.595,0
398614,-0.117,1.651,0.581,18.924,13.947,35.008,0
398614,0,0,0,0,0,0,1803
398622,-0.141,1.662,0.6,26.145,15.954,27.107,0
398632,-0.162,1.587,0.601,24.916,22.015,15.573,0
398642,-0.175,1.493,0.607,14.954,28.13,7.672,0
398664,-0.136,1.248,0.569,8.313,24.435,1.359,0
398664,0,0,0,0,0,0,1516
398672,-0.105,1.145,0.522,13.573,18.634,0.382,0
398682,-0.05,0.986,0.43,19.45,11.771,-3.275,0
398692,-0.03,0.858,0.357,24.962,5.733,-8.756,0
398714,0,0,0,0,0,0,1105
398714,-0.063,0.697,0.229,36.58,-4.412,-22.687,0
398722,-0.059,0.668,0.227,36.42,-9.534,-25.015,0
398732,-0.047,0.686,0.287,29.954,-20.45,-28.176,0
398742,-0.048,0.61,0.361,13.565,-28.115,-33.992,0
398764,-0.079,0.539,0.356,-18.595,-15.443,-40.504,0
398764,0,0,0,0,0,0,883
398772,-0.085,0.481,0.281,-18.206,-4.176,-42.344,0
398782,-0.109,0.423,0.186,-8.359,8.809,-39.901,0
398792,-0.119,0.458,0.139,2.794,13.908,-36.229,0
398814,-0.142,0.524,0.17,12.794,5.779,-30.992,0
398814,0,0,0,0,0,0,711
398822,-0.168,0.518,0.194,3.046,1.534,-24.206,0
398832,-0.184,0.546,0.225,-14.42,-1.595,-12.298,0
398842,-0.185,0.555,0.219,-18.885,-3.206,-1.122,0
398864,0,0,0,0,0,0,540
398864,-0.137,0.765,0.21,16.824,-13.718,13.16,0
398872,-0.096,0.871,0.232,27.71,-20.802,17.427,0
398882,-0.048,1.156,0.319,30.534,-29.947,20.244,0
398892,-0.01,1.355,0.303,19.053,-33.29,14.679,0
398914,-0.002,1.487,0.264,-17.168,-33.031,-6.656,0
398914,0,0,0,0,0,0,368
398922,-0.037,1.452,0.266,-14.939,-35.443,-16.672,0
398972,-0.078,1.523,0.159,21.74,-82.992,-11.282,0
398964,0,0,0,0,0,0,262
398982,-0.063,1.521,0.234,-3.374,-84.817,2.656,0
398992,-0.042,1.43,0.32,-18.153,-80.206,14.611,0
399014,-0.026,1.158,0.552,7.557,-56.779,29.183,0
399014,0,0,0,0,0,0,206
399022,-0.07,1.077,0.582,24.847,-51.13,27.092,0
399032,-0.051,0.956,0.437,36.84,-45.244,20.282,0
399042,0.018,0.84,0.267,31.382,-40.481,8.87,0
399064,0,0,0,0,0,0,164
399064,0.085,0.669,0.103,0.45,-39.817,-24.176,0
399072,0.06,0.621,0.119,-7.695,-37.427,-29.412,0
399082,0.031,0.536,0.213,-14.634,-36.069,-24.763,0
399092,0.033,0.461,0.293,-19.893,-36.336,-16.26,0
399114,0.018,0.272,0.346,-11.863,-19.313,3.13,0
399114,0,0,0,0,0,0,145
399122,0.01,0.244,0.317,-9.748,-5.626,10.191,0
399132,0.037,0.224,0.266,-6.786,13.641,15.023,0
399142,0.056,0.259,0.242,-1.901,31.252,14.565,0
399164,0.076,0.484,0.164,2.817,57.16,4.947,0
399164,0,0,0,0,0,0,136
399172,0.104,0.495,0.03,-7.58,56.893,1.115,0
399182,0.147,0.528,0.053,-32.924,45.305,-4,0
399192,0.159,0.578,0.043,-45.427,37.817,-9.55,0
399214,-0.141,0.836,0.06,-10.542,37.969,-7.313,0
399214,0,0,0,0,0,0,128
399222,-0.285,1.015,0.111,-3.588,37.252,4.84,0
399232,-0.363,1.264,0.241,-5.244,38,23.893,0
399242,-0.296,1.511,0.359,-11.168,39.588,37.779,0
399264,0.046,1.621,0.427,-23.252,48.656,53.092,0
399264,0,0,0,0,0,0,118
399272,0.094,1.64,0.386,-24.42,46.756,54.359,0
399282,0.13,1.625,0.356,-16.435,37.573,52.695,0
399292,0.113,1.633,0.369,-2.534,24.244,49.924,0
399314,0,0,0,0,0,0,108
399314,0.057,1.693,0.456,8.237,9.672,35.885,0
399322,0.035,1.677,0.482,3.107,8.863,27.908,0
399332,0.008,1.645,0.48,-4.336,7.496,17.267,0
399342,0,1.548,0.453,-9.771,2.985,7.824,0
399364,-0.006,1.212,0.364,-5.588,-11.908,-1.954,0
399364,0,0,0,0,0,0,115
399372,-0.021,1.064,0.322,-0.237,-15.031,-5.664,0
399382,-0.07,0.927,0.314,0.969,-15.901,-9.214,0
399392,-0.122,0.845,0.33,0.397,-13.939,-13.313,0
399414,-0.16,0.633,0.291,16.557,-14.435,-19.237,0
399414,0,0,0,0,0,0,113
399422,-0.145,0.569,0.233,21.076,-16.511,-21.198,0
399432,-0.119,0.52,0.171,16.679,-18.977,-24.069,0
399442,-0.12,0.473,0.126,5.168,-21.481,-26.542,0
399464,-0.161,0.304,0.119,-17.397,-21.763,-30.748,0
399464,0,0,0,0,0,0,105
399472,-0.196,0.25,0.117,-13.023,-21.412,-35.366,0
399482,-0.259,0.213,0.084,-1.55,-20.672,-43.908,0
399492,-0.307,0.269,0.065,12.863,-21.756,-53.153,0
399514,-0.283,0.443,0.073,18.183,-24.046,-61.565,0
399514,0,0,0,0,0,0,110
399522,-0.252,0.538,0.123,6.832,-20.756,-58.939,0
399564,0,0,0,0,0,0,112
399582,-0.199,1.317,0.09,9.305,-77.87,-14.145,0
399592,-0.065,1.415,0.179,-13.832,-85.504,-10.817,0
399614,-0.007,1.287,0.352,-42.832,-62.313,-17.481,0
399614,0,0,0,0,0,0,107
399622,-0.033,1.26,0.409,-37.534,-56.664,-19.504,0
399632,-0.091,1.209,0.431,-10.107,-59.084,-21.053,0
399642,-0.126,1.173,0.443,21.878,-66.664,-19.305,0
399664,-0.147,1.379,0.459,54.038,-82.893,-13.382,0
399664,0,0,0,0,0,0,110
399672,-0.149,1.487,0.43,51.069,-85.336,-10.344,0
399682,-0.107,1.586,0.364,33.618,-89.954,-5.397,0
399692,-0.068,1.588,0.434,7.176,-98.954,-3.962,0
399714,0,0,0,0,0,0,110
399714,-0.065,1.346,0.678,-4.145,-96.527,-6.977,0
399722,-0.095,1.245,0.639,4.244,-94.74,-5.931,0
399732,-0.082,1.045,0.547,10.504,-91.275,-2.634,0
399742,-0.029,0.884,0.498,7.969,-82.58,1.328,0
399764,0.037,0.609,0.406,8.748,-62.359,1.901,0
399764,0,0,0,0,0,0,123
399772,0.042,0.5,0.334,11.649,-57.687,1.466,0
399782,0.027,0.427,0.262,11.061,-52.725,2.656,0
399792,0.019,0.353,0.199,4.305,-48.267,7.496,0
399814,0.092,0.22,0.21,-15.756,-37.359,15.885,0
399814,0,0,0,0,0,0,270
399822,0.078,0.209,0.213,-14.893,-35.328,15.649,0
399832,0.058,0.298,0.208,-9.42,-32.626,16.74,0
399842,0.057,0.362,0.208,-10.748,-30.687,15.527,0
399864,0.034,0.541,0.187,-26.901,-18.496,8.206,0
399864,0,0,0,0,0,0,600
399872,0.035,0.617,0.137,-35.351,-14.45,6.374,0
399882,0.045,0.632,0.124,-47.275,-13.244,1.13,0
399892,0.081,0.63,0.138,-49.13,-15.061,-6.809,0
399914,0,0,0,0,0,0,930
399914,0.008,0.791,0.203,-26.16,-15.298,-11.992,0
399922,-0.086,0.925,0.244,-14.374,-12.122,-6.382,0
399932,-0.228,1.094,0.316,-6.221,-12.489,7.656,0
399942,-0.339,1.341,0.421,-9.076,-21.29,25.817,0
399964,-0.184,1.662,0.512,-21.985,-36.824,51.618,0
399964,0,0,0,0,0,0,1131
399972,-0.113,1.71,0.465,-28.206,-37.282,51.191,0
399982,-0.05,1.695,0.416,-36.504,-40.29,46.542,0
399992,-0.051,1.621,0.375,-36.763,-40.771,39.855,0
400014,-0.099,1.489,0.499,-13.763,-19.313,15.878,0
400014,0,0,0,0,0,0,1343
400022,-0.143,1.44,0.516,-3.038,-9.321,7.878,0
400032,-0.215,1.363,0.523,13.519,2.573,-0.061,0
400042,-0.259,1.369,0.513,29.786,16.221,-1.939,0
400064,-0.215,1.27,0.282,44.885,17.412,-0.153,0
400064,0,0,0,0,0,0,1500
400072,-0.159,1.205,0.254,41.962,11.046,-1.588,0
400082,-0.102,1.094,0.232,32.718,-3.084,-6.168,0
400092,-0.085,0.971,0.2,23.863,-24.336,-13.275,0
400114,0,0,0,0,0,0,1493
400114,-0.183,0.76,0.176,13.908,-66.992,-17.649,0
400122,-0.148,0.686,0.228,7.679,-76.58,-17.878,0
400172,-0.076,0.476,0.282,-2.435,-60.977,-40.702,0
400164,0,0,0,0,0,0,1480
400182,-0.106,0.347,0.185,-6.969,-60.527,-48.809,0
400192,-0.159,0.262,0.089,-4.046,-63.107,-54.351,0
400214,-0.292,0.334,0.018,10.015,-70.969,-54.282,0
400214,0,0,0,0,0,0,1478
400222,-0.299,0.457,0.078,0.947,-73.298,-52.809,0
400232,-0.248,0.635,0.175,-19.405,-71.855,-56.573,0
400242,-0.204,0.7,0.258,-49.87,-68.565,-62.847,0
400264,-0.198,0.642,0.367,-112.397,-47.565,-68.137,0
400264,0,0,0,0,0,0,1513
400272,-0.255,0.58,0.277,-111.84,-52.649,-61.58,0
400282,-0.28,0.59,0.114,-87.008,-70.786,-47.977,0
400292,-0.302,0.812,0.087,-28.702,-88.885,-29.969,0
400315,-0.165,1.48,0.377,2.405,-135.26,-0.382,0
400314,0,0,0,0,0,0,1519
400322,-0.063,1.628,0.458,-17.305,-128.229,-10.481,0
400332,-0.024,1.612,0.565,-44.366,-105.473,-33.221,0
400342,-0.123,1.506,0.63,-43.191,-85.626,-44.863,0
400365,-0.231,1.439,0.695,22.885,-74.282,-25.176,0
400364,0,0,0,0,0,0,1575
400372,-0.242,1.416,0.671,39.397,-77.16,-11.466,0
400382,-0.221,1.4,0.655,46.55,-75.397,2.534,0
400392,-0.176,1.383,0.596,42.954,-70.504,11.916,0
400415,0.063,1.205,0.484,20.855,-61.061,10.931,0
400414,0,0,0,0,0,0,1728
400422,0.132,1.117,0.463,27.183,-56.13,3.977,0
400432,0.175,1.039,0.438,47.16,-56.824,-8.626,0
400442,0.177,0.957,0.442,51.725,-69.611,-17.664,0
400465,0.057,0.793,0.392,31.687,-96.046,-32.496,0
400464,0,0,0,0,0,0,1806
400472,0.019,0.679,0.348,21.084,-94.832,-33.435,0
400482,0.009,0.575,0.36,22.595,-86.824,-31.557,0
400492,-0.021,0.491,0.343,37.038,-77.458,-28.977,0
400514,0.023,0.483,0.317,45.817,-62.817,-18.992,0
400514,0,0,0,0,0,0,1833
400522,0.028,0.511,0.316,32.389,-52,-18.115,0
400532,0.016,0.476,0.305,16.573,-38.206,-19.695,0
400542,0.007,0.467,0.255,11.336,-26.13,-22.664,0
400565,-0.058,0.505,0.138,-4.969,-32.58,-27.084,0
400564,0,0,0,0,0,0,1786
400572,-0.061,0.48,0.149,-16.779,-40.611,-24.626,0
400582,-0.062,0.485,0.214,-22.542,-49.198,-21.511,0
400592,-0.069,0.535,0.232,-21.542,-57.237,-19.519,0
400614,-0.144,0.679,0.258,-15.061,-60.229,-14.702,0
400614,0,0,0,0,0,0,1740
400622,-0.177,0.81,0.378,-8.42,-46.863,-6.115,0
400632,-0.198,1.021,0.569,5.977,-23.443,8.458,0
400642,-0.198,1.23,0.756,12.221,-5.153,21.908,0
400664,-0.158,1.7,0.828,15.053,4.969,50.069,0
400664,0,0,0,0,0,0,1786
400672,-0.099,1.793,0.745,15.397,5.626,56.076,0
400682,-0.028,1.87,0.595,0.481,8.168,61.489,0
400732,-0.068,1.207,0.343,-39.817,13.878,-13.237,0
400714,0,0,0,0,0,0,1781
400742,-0.208,1.044,0.284,-26.237,17.519,-28.962,0
400764,-0.304,1.077,0.182,13.168,13.931,-34.595,0
400764,0,0,0,0,0,0,1749
400772,-0.274,1.16,0.161,15.763,5.779,-32.206,0
400782,-0.213,1.165,0.186,16.229,-9.061,-33.053,0
400792,-0.124,1.088,0.21,11.275,-25.137,-34.443,0
400814,-0.106,0.806,0.264,2.366,-49.427,-45.443,0
400814,0,0,0,0,0,0,1737
400822,-0.156,0.717,0.251,4.756,-49.931,-48.168,0
400832,-0.191,0.647,0.23,2.038,-46.702,-47.313,0
400842,-0.199,0.561,0.249,-2.954,-41.634,-43.809,0
400864,-0.167,0.485,0.224,-16.641,-38.832,-29.908,0
400864,0,0,0,0,0,0,1723
400872,-0.161,0.471,0.162,-21.191,-41.092,-28.328,0
400882,-0.137,0.479,0.073,-20.489,-45.962,-30.198,0
400892,-0.132,0.507,0.01,-11.305,-52.679,-38.458,0
400914,0,0,0,0,0,0,1456
400914,-0.21,0.552,0.068,3.641,-60.893,-60.931,0
400922,-0.254,0.569,0.128,2.634,-60.893,-62.977,0
400932,-0.262,0.614,0.198,-1.015,-58.885,-60.313,0
400942,-0.279,0.682,0.188,-6.931,-57.351,-55.13,0
400964,-0.275,0.845,0.138,-2.267,-66.061,-44.229,0
400964,0,0,0,0,0,0,1073
400972,-0.268,0.962,0.181,14.817,-72.603,-39.954,0
400982,-0.295,1.16,0.315,25.603,-81.053,-34.267,0
400992,-0.272,1.287,0.473,21.45,-86.931,-28.718,0
401014,-0.227,1.228,0.459,-12.939,-74.908,-30.458,0
401014,0,0,0,0,0,0,785
401022,-0.225,1.164,0.394,-23.58,-70.153,-30.16,0
401032,-0.209,1.086,0.354,-21.427,-69.176,-29.924,0
401042,-0.188,1.067,0.35,-6.107,-75.198,-30.924,0
401064,-0.109,1.146,0.37,26.87,-86.511,-29.053,0
401064,0,0,0,0,0,0,547
401072,-0.107,1.203,0.366,24.443,-86.931,-25.458,0
401082,-0.122,1.237,0.379,17.588,-85.603,-17.656,0
401092,-0.176,1.219,0.359,6.992,-83.557,-7.87,0
401115,-0.15,1.283,0.602,4.122,-81.908,-2.183,0
401114,0,0,0,0,0,0,365
401122,-0.127,1.287,0.603,11.427,-78.756,-5.885,0
401132,-0.102,1.253,0.59,16.122,-69.924,-14.542,0
401142,-0.098,1.11,0.553,16.099,-55.824,-23.069,0
401165,-0.09,0.797,0.442,5.26,-27.481,-27.023,0
401164,0,0,0,0,0,0,253
401172,-0.08,0.7,0.4,5.191,-22.328,-24.664,0
401182,-0.066,0.591,0.322,14.069,-17.427,-22.244,0
401192,-0.052,0.524,0.225,15.008,-18.29,-17.702,0
401214,0,0,0,0,0,0,207
401215,-0.041,0.529,0.25,-7.656,-24.382,-1.939,0
401222,-0.027,0.572,0.267,-15.435,-24.336,2.313,0
401232,-0.022,0.588,0.286,-31.641,-24.947,4.45,0
401242,-0.036,0.568,0.257,-39.084,-22.794,3.924,0
401264,-0.068,0.557,0.212,-35.458,-24.382,-1.473,0
401264,0,0,0,0,0,0,172
401272,-0.079,0.56,0.196,-28.405,-29.244,-2.985,0
401322,-0.191,0.875,0.4,-36.557,-2.511,2.763,0
401314,0,0,0,0,0,0,156
401332,-0.258,1.043,0.495,-23.031,5.252,14.29,0
401342,-0.252,1.2,0.6,-2.206,10.076,22.863,0
401364,-0.109,1.464,0.471,5.13,6.145,31.038,0
401364,0,0,0,0,0,0,144
401372,-0.052,1.471,0.392,-9.137,5.435,33.427,0
401382,-0.005,1.444,0.356,-25.397,5.046,36.427,0
401392,0.002,1.388,0.367,-32.168,1.191,34.931,0
401414,0,0,0,0,0,0,122
401414,-0.107,1.241,0.397,-5.702,0.885,20.992,0
401422,-0.134,1.247,0.413,4.015,5.443,15.252,0
401432,-0.162,1.237,0.421,14.137,11.198,5.992,0
401442,-0.168,1.219,0.374,21.115,13.298,-4.359,0
401465,-0.127,1.109,0.339,42.969,7.878,-24.771,0
401464,0,0,0,0,0,0,112
401472,-0.112,1.091,0.344,46.473,5.092,-29.908,0
401482,-0.15,1.01,0.344,44.939,2.901,-33.061,0
401492,-0.183,0.968,0.378,35.634,0.321,-28.336,0
401514,-0.276,0.948,0.512,21,-2.626,-6.496,0
401514,0,0,0,0,0,0,112
401522,-0.308,0.938,0.501,17.878,-3.351,1.496,0
401532,-0.301,0.886,0.437,6.321,-3.076,7.863,0
401542,-0.224,0.827,0.395,-8.58,-1.832,9.26,0
401564,-0.044,0.626,0.286,-15.443,2.756,-7.389,0
401564,0,0,0,0,0,0,108
401572,0.005,0.581,0.222,-15.496,-5.969,-16,0
401582,0.018,0.54,0.176,-12.489,-21.977,-31.061,0
401592,-0.061,0.524,0.119,-9.076,-33.412,-42.221,0
401614,-0.246,0.529,0.093,-20.282,-51.695,-53.191,0
401614,0,0,0,0,0,0,102
401622,-0.273,0.52,0.139,-29.634,-52.092,-53.267,0
401632,-0.307,0.468,0.221,-36.321,-48.733,-49.305,0
401642,-0.3,0.45,0.266,-32.977,-40.924,-43.962,0
401664,-0.258,0.666,0.298,2.16,-19.962,-28.519,0
401664,0,0,0,0,0,0,95
401672,-0.25,0.77,0.321,10.588,-15.802,-20.45,0
401682,-0.218,0.957,0.427,18.053,-17.702,-10.641,0
401692,-0.228,1.139,0.514,21.725,-23.183,-3.107,0
401714,0,0,0,0,0,0,102
401714,-0.178,1.329,0.562,5.481,-33.023,1.336,0
401722,-0.141,1.327,0.498,-6.542,-33.618,-4.458,0
401732,-0.131,1.333,0.441,-18.748,-34.481,-13.336,0
401742,-0.12,1.307,0.453,-23.015,-40.794,-22.947,0
401764,-0.129,1.322,0.507,3.45,-58.282,-40.504,0
401764,0,0,0,0,0,0,104
401772,-0.131,1.304,0.482,14.405,-58.344,-41.481,0
401782,-0.135,1.244,0.401,24.145,-50.87,-38.756,0
401792,-0.161,1.183,0.352,31.466,-40.496,-31.26,0
401814,-0.081,1.043,0.32,23.069,-38.641,-4.458,0
401814,0,0,0,0,0,0,101
401822,-0.034,0.972,0.348,22.534,-41.084,0.748,0
401832,-0.002,0.906,0.366,24.351,-44.031,2.794,0
401842,0.011,0.879,0.361,24.885,-46.229,1.443,0
401864,0.056,0.705,0.28,21.42,-36.435,-9.641,0
401864,0,0,0,0,0,0,100
401914,0.005,0.748,0.365,7.55,-5.779,25.229,0
401914,0,0,0,0,0,0,93
401922,0.074,0.709,0.374,0.511,-0.87,32.725,0
401932,0.176,0.625,0.352,-10.71,9.382,38.756,0
401942,0.239,0.559,0.278,-17.046,18.763,35.87,0
401965,0.185,0.493,0.168,-15.924,25.664,17.489,0
401964,0,0,0,0,0,0,113
401972,0.147,0.482,0.118,-14.55,29.557,11.405,0
401982,0.121,0.553,0.083,-17.13,33.145,4.679,0
401992,0.12,0.661,0.125,-22.115,38.053,1.252,0
402015,0.077,0.911,0.169,-22.405,59.939,1.359,0
402014,0,0,0,0,0,0,285
402022,0.046,1.016,0.196,-18.878,67.458,6.229,0
402032,0.034,1.104,0.232,-13.122,72.603,17.427,0
402042,0.069,1.162,0.292,-7.015,72.366,27.366,0
402064,0.224,1.335,0.353,9.16,72.893,47.237,0
402064,0,0,0,0,0,0,544
402072,0.265,1.372,0.349,10.603,77.649,51.702,0
402082,0.286,1.387,0.342,10.664,84.122,52.328,0
402092,0.247,1.381,0.309,10.809,87.031,50.809,0
402114,0.219,1.395,0.305,3.13,73.58,45.412,0
402114,0,0,0,0,0,0,732
402122,0.219,1.41,0.303,14.084,65.611,41.221,0
402132,0.197,1.441,0.288,28.511,54.847,32.763,0
402142,0.166,1.479,0.245,35.321,44.527,22.534,0
402164,0,0,0,0,0,0,909
402164,0.121,1.319,0.302,28.031,40.939,-5.74,0
402172,0.111,1.258,0.377,26.794,44.435,-15.443,0
402182,0.083,1.139,0.438,30.618,49.221,-24.779,0
402192,0.055,1.031,0.502,33.481,53.954,-30.237,0
402214,0,0,0,0,0,0,1118
402214,-0.015,0.811,0.482,45.313,64,-31.099,0
402222,-0.03,0.736,0.454,41.115,64.107,-31.489,0
402232,-0.057,0.641,0.387,39.679,62.008,-31.893,0
402242,-0.088,0.629,0.298,39.053,55.519,-29.985,0
402264,-0.064,0.681,0.239,20.366,16.527,-16.931,0
402264,0,0,0,0,0,0,1341
